week,time,user,price
922,8,kylila,55
922,9,kylila,51
922,10,kylila,47
922,11,kylila,44
922,0,wilek,83
922,1,wilek,79
922,2,wilek,74
922,3,wilek,71
922,4,wilek,67
922,5,wilek,97
922,6,wilek,148
922,7,wilek,559
922,8,wilek,152
922,9,wilek,124
922,10,wilek,81
922,11,wilek,62
923,0,kari,130
923,1,kari,97
923,2,kari,113
923,3,kari,88
923,4,kari,93
923,5,kari,67
923,6,kari,62
923,7,kari,118
923,8,kari,59
923,9,kari,52
923,10,kari,47
923,11,kari,128
923,0,sutherland,85
923,1,sutherland,81
923,2,sutherland,78
923,3,sutherland,75
923,4,sutherland,72
923,5,sutherland,68
923,6,sutherland,65
923,7,sutherland,62
923,8,sutherland,58
923,9,sutherland,53
923,10,sutherland,50
923,11,sutherland,45
923,0,georgia,78
923,1,georgia,74
923,2,georgia,70
923,3,georgia,67
923,4,georgia,63
923,5,georgia,60
923,6,georgia,55
923,7,georgia,51
923,8,georgia,47
923,9,georgia,132
923,10,georgia,135
923,11,georgia,164
923,0,valentia,84
923,1,valentia,80
923,2,valentia,76
923,3,valentia,71
923,4,valentia,68
923,5,valentia,65
923,6,valentia,128
923,7,valentia,146
923,8,valentia,473
923,9,valentia,146
923,10,valentia,102
923,11,valentia,45
924,0,alain,97
924,1,alain,98
924,2,alain,95
924,3,alain,57
924,4,alain,53
924,5,alain,45
924,6,alain,108
924,7,alain,65
924,8,alain,61
924,9,alain,124
924,10,alain,128
924,11,alain,101
924,0,teressa,84
924,1,teressa,81
924,2,teressa,76
924,3,teressa,73
924,4,teressa,68
924,5,teressa,65
924,6,teressa,62
924,7,teressa,58
924,8,teressa,54
924,9,teressa,50
924,10,teressa,45
924,11,teressa,42
924,0,garwood,59
924,1,garwood,55
924,2,garwood,51
924,3,garwood,48
924,4,garwood,44
924,5,garwood,41
924,6,garwood,38
924,7,garwood,117
924,8,garwood,121
924,9,garwood,131
924,10,garwood,137
924,11,garwood,130
924,0,nichole,84
924,1,nichole,80
924,2,nichole,77
924,3,nichole,74
924,4,nichole,70
924,5,nichole,101
924,6,nichole,171
924,7,nichole,419
924,8,nichole,171
924,9,nichole,124
924,10,nichole,38
924,11,nichole,71
925,0,elinore,124
925,1,elinore,97
925,2,elinore,108
925,3,elinore,130
925,4,elinore,100
925,5,elinore,79
925,6,elinore,75
925,7,elinore,67
925,8,elinore,106
925,9,elinore,76
925,10,elinore,67
925,11,elinore,127
925,0,rajeev,85
925,1,rajeev,82
925,2,rajeev,77
925,3,rajeev,74
925,4,rajeev,70
925,5,rajeev,65
925,6,rajeev,61
925,7,rajeev,57
925,8,rajeev,52
925,9,rajeev,48
925,10,rajeev,45
925,11,rajeev,42
925,0,adolphe,61
925,1,adolphe,57
925,2,adolphe,54
925,3,adolphe,51
925,4,adolphe,47
925,5,adolphe,107
925,6,adolphe,122
925,7,adolphe,139
925,8,adolphe,154
925,9,adolphe,141
925,10,adolphe,77
925,11,adolphe,72
925,0,pearle,85
925,1,pearle,81
925,2,pearle,77
925,3,pearle,73
925,4,pearle,69
925,5,pearle,64
925,6,pearle,61
925,7,pearle,57
925,8,pearle,53
925,9,pearle,126
925,10,pearle,152
925,11,pearle,453
926,0,jeffrey,117
926,1,jeffrey,125
926,2,jeffrey,93
926,3,jeffrey,69
926,4,jeffrey,64
926,5,jeffrey,58
926,6,jeffrey,105
926,7,jeffrey,114
926,8,jeffrey,88
926,9,jeffrey,106
926,10,jeffrey,57
926,11,jeffrey,50
926,0,harley,80
926,1,harley,77
926,2,harley,73
926,3,harley,68
926,4,harley,65
926,5,harley,61
926,6,harley,57
926,7,harley,54
926,8,harley,50
926,9,harley,47
926,10,harley,43
926,11,harley,39
926,0,riannon,47
926,1,riannon,44
926,2,riannon,39
926,3,riannon,36
926,4,riannon,32
926,5,riannon,28
926,6,riannon,25
926,7,riannon,22
926,8,riannon,89
926,9,riannon,94
926,10,riannon,154
926,11,riannon,162
926,0,kellyann,82
926,1,kellyann,78
926,2,kellyann,75
926,3,kellyann,100
926,4,kellyann,167
926,5,kellyann,219
926,6,kellyann,137
926,7,kellyann,123
926,8,kellyann,58
926,9,kellyann,44
926,10,kellyann,62
926,11,kellyann,64
927,0,janeczka,69
927,1,janeczka,64
927,2,janeczka,58
927,3,janeczka,99
927,4,janeczka,62
927,5,janeczka,54
927,6,janeczka,87
927,7,janeczka,89
927,8,janeczka,86
927,9,janeczka,88
927,10,janeczka,82
927,11,janeczka,93
927,0,willi,80
927,1,willi,76
927,2,willi,73
927,3,willi,70
927,4,willi,66
927,5,willi,62
927,6,willi,59
927,7,willi,56
927,8,willi,52
927,9,willi,49
927,10,willi,45
927,11,willi,42
927,0,hattie,64
927,1,hattie,61
927,2,hattie,58
927,3,hattie,55
927,4,hattie,50
927,5,hattie,46
927,6,hattie,43
927,7,hattie,38
927,8,hattie,83
927,9,hattie,114
927,10,hattie,136
927,11,hattie,147
927,0,thibaud,79
927,1,thibaud,75
927,2,thibaud,72
927,3,thibaud,69
927,4,thibaud,65
927,5,thibaud,62
927,6,thibaud,58
927,7,thibaud,101
927,8,thibaud,128
927,9,thibaud,410
927,10,thibaud,173
927,11,thibaud,126
928,0,devina,86
928,1,devina,127
928,2,devina,132
928,3,devina,90
928,4,devina,63
928,5,devina,56
928,6,devina,87
928,7,devina,64
928,8,devina,56
928,9,devina,48
928,10,devina,111
928,11,devina,122
928,0,inigo,84
928,1,inigo,80
928,2,inigo,76
928,3,inigo,73
928,4,inigo,69
928,5,inigo,65
928,6,inigo,61
928,7,inigo,57
928,8,inigo,53
928,9,inigo,50
928,10,inigo,45
928,11,inigo,42
928,0,tobin,80
928,1,tobin,76
928,2,tobin,71
928,3,tobin,67
928,4,tobin,126
928,5,tobin,115
928,6,tobin,134
928,7,tobin,171
928,8,tobin,147
928,9,tobin,72
928,10,tobin,68
928,11,tobin,64
928,0,alyssa,85
928,1,alyssa,81
928,2,alyssa,77
928,3,alyssa,73
928,4,alyssa,123
928,5,alyssa,148
928,6,alyssa,468
928,7,alyssa,166
928,8,alyssa,126
928,9,alyssa,62
928,10,alyssa,50
928,11,alyssa,39
929,0,carolyn,109
929,1,carolyn,71
929,2,carolyn,63
929,3,carolyn,57
929,4,carolyn,105
929,5,carolyn,139
929,6,carolyn,118
929,7,carolyn,108
929,8,carolyn,96
929,9,carolyn,67
929,10,carolyn,62
929,11,carolyn,114
929,0,jean,91
929,1,jean,86
929,2,jean,83
929,3,jean,79
929,4,jean,74
929,5,jean,70
929,6,jean,66
929,7,jean,61
929,8,jean,57
929,9,jean,52
929,10,jean,49
929,11,jean,46
929,0,philippine,77
929,1,philippine,72
929,2,philippine,68
929,3,philippine,93
929,4,philippine,103
929,5,philippine,159
929,6,philippine,163
929,7,philippine,142
929,8,philippine,47
929,9,philippine,44
929,10,philippine,41
929,11,philippine,37
929,0,blanca,89
929,1,blanca,86
929,2,blanca,81
929,3,blanca,76
929,4,blanca,73
929,5,blanca,69
929,6,blanca,65
929,7,blanca,127
929,8,blanca,168
929,9,blanca,346
929,10,blanca,143
929,11,blanca,112
930,0,jehanna,117
930,1,jehanna,82
930,2,jehanna,77
930,3,jehanna,67
930,4,jehanna,141
930,5,jehanna,126
930,6,jehanna,125
930,7,jehanna,73
930,8,jehanna,68
930,9,jehanna,100
930,10,jehanna,106
930,11,jehanna,118
930,0,ursulina,96
930,1,ursulina,91
930,2,ursulina,87
930,3,ursulina,84
930,4,ursulina,80
930,5,ursulina,75
930,6,ursulina,71
930,7,ursulina,66
930,8,ursulina,61
930,9,ursulina,57
930,10,ursulina,51
930,11,ursulina,47
930,0,etheline,74
930,1,etheline,71
930,2,etheline,104
930,3,etheline,149
930,4,etheline,156
930,5,etheline,164
930,6,etheline,158
930,7,etheline,69
930,8,etheline,65
930,9,etheline,60
930,10,etheline,56
930,11,etheline,52
930,0,lana,97
930,1,lana,93
930,2,lana,89
930,3,lana,84
930,4,lana,81
930,5,lana,76
930,6,lana,73
930,7,lana,131
930,8,lana,168
930,9,lana,313
930,10,lana,183
930,11,lana,105
931,0,alonzo,137
931,1,alonzo,126
931,2,alonzo,80
931,3,alonzo,74
931,4,alonzo,69
931,5,alonzo,132
931,6,alonzo,115
931,7,alonzo,72
931,8,alonzo,63
931,9,alonzo,95
931,10,alonzo,127
931,11,alonzo,126
931,0,abdul,91
931,1,abdul,88
931,2,abdul,85
931,3,abdul,82
931,4,abdul,77
931,5,abdul,74
931,6,abdul,70
931,7,abdul,66
931,8,abdul,62
931,9,abdul,57
931,10,abdul,54
931,11,abdul,49
931,0,bjorn,54
931,1,bjorn,50
931,2,bjorn,45
931,3,bjorn,41
931,4,bjorn,37
931,5,bjorn,33
931,6,bjorn,29
931,7,bjorn,135
931,8,bjorn,92
931,9,bjorn,150
931,10,bjorn,178
931,11,bjorn,169
931,0,shalna,90
931,1,shalna,85
931,2,shalna,82
931,3,shalna,77
931,4,shalna,126
931,5,shalna,156
931,6,shalna,540
931,7,shalna,178
931,8,shalna,99
931,9,shalna,62
931,10,shalna,91
931,11,shalna,83
932,0,felicio,115
932,1,felicio,61
932,2,felicio,56
932,3,felicio,47
932,4,felicio,92
932,5,felicio,117
932,6,felicio,120
932,7,felicio,93
932,8,felicio,99
932,9,felicio,56
932,10,felicio,48
932,11,felicio,121
932,0,janet,81
932,1,janet,77
932,2,janet,73
932,3,janet,69
932,4,janet,66
932,5,janet,62
932,6,janet,59
932,7,janet,55
932,8,janet,51
932,9,janet,47
932,10,janet,43
932,11,janet,39
932,0,pauly,66
932,1,pauly,63
932,2,pauly,60
932,3,pauly,57
932,4,pauly,53
932,5,pauly,49
932,6,pauly,46
932,7,pauly,104
932,8,pauly,102
932,9,pauly,126
932,10,pauly,130
932,11,pauly,126
932,0,alla,80
932,1,alla,76
932,2,alla,72
932,3,alla,113
932,4,alla,165
932,5,alla,290
932,6,alla,177
932,7,alla,102
932,8,alla,68
932,9,alla,58
932,10,alla,50
932,11,alla,79
933,0,erinn,96
933,1,erinn,129
933,2,erinn,117
933,3,erinn,87
933,4,erinn,114
933,5,erinn,107
933,6,erinn,71
933,7,erinn,62
933,8,erinn,97
933,9,erinn,75
933,10,erinn,68
933,11,erinn,62
933,0,jody,85
933,1,jody,81
933,2,jody,76
933,3,jody,73
933,4,jody,68
933,5,jody,65
933,6,jody,61
933,7,jody,57
933,8,jody,52
933,9,jody,48
933,10,jody,44
933,11,jody,40
933,0,karel,75
933,1,karel,71
933,2,karel,66
933,3,karel,62
933,4,karel,113
933,5,karel,115
933,6,karel,134
933,7,karel,160
933,8,karel,150
933,9,karel,81
933,10,karel,77
933,11,karel,73
933,0,holly,83
933,1,holly,79
933,2,holly,75
933,3,holly,72
933,4,holly,126
933,5,holly,141
933,6,holly,335
933,7,holly,187
933,8,holly,100
933,9,holly,84
933,10,holly,44
933,11,holly,68
934,0,leonhard,123
934,1,leonhard,125
934,2,leonhard,119
934,3,leonhard,60
934,4,leonhard,56
934,5,leonhard,114
934,6,leonhard,88
934,7,leonhard,75
934,8,leonhard,68
934,9,leonhard,63
934,10,leonhard,94
934,11,leonhard,90
934,0,jared,85
934,1,jared,81
934,2,jared,77
934,3,jared,73
934,4,jared,69
934,5,jared,65
934,6,jared,60
934,7,jared,56
934,8,jared,53
934,9,jared,49
934,10,jared,46
934,11,jared,42
934,0,teresina,64
934,1,teresina,61
934,2,teresina,98
934,3,teresina,113
934,4,teresina,131
934,5,teresina,134
934,6,teresina,132
934,7,teresina,43
934,8,teresina,38
934,9,teresina,35
934,10,teresina,31
934,11,teresina,28
934,0,robb,84
934,1,robb,79
934,2,robb,76
934,3,robb,107
934,4,robb,170
934,5,robb,234
934,6,robb,181
934,7,robb,122
934,8,robb,61
934,9,robb,49
934,10,robb,40
934,11,robb,46
935,0,diandra,99
935,1,diandra,127
935,2,diandra,109
935,3,diandra,131
935,4,diandra,123
935,5,diandra,145
935,6,diandra,78
935,7,diandra,72
935,8,diandra,125
935,9,diandra,80
935,10,diandra,75
935,11,diandra,70
935,0,janna,95
935,1,janna,90
935,2,janna,86
935,3,janna,82
935,4,janna,78
935,5,janna,74
935,6,janna,70
935,7,janna,66
935,8,janna,61
935,9,janna,56
935,10,janna,51
935,11,janna,47
935,0,katherine,97
935,1,katherine,94
935,2,katherine,89
935,3,katherine,84
935,4,katherine,81
935,5,katherine,76
935,6,katherine,136
935,7,katherine,143
935,8,katherine,172
935,9,katherine,213
935,10,katherine,169
935,11,katherine,54
935,0,morgana,93
935,1,morgana,89
935,2,morgana,85
935,3,morgana,81
935,4,morgana,77
935,5,morgana,149
935,6,morgana,201
935,7,morgana,593
935,8,morgana,211
935,9,morgana,151
935,10,morgana,74
935,11,morgana,68
936,0,lina,127
936,1,lina,59
936,2,lina,56
936,3,lina,48
936,4,lina,87
936,5,lina,89
936,6,lina,96
936,7,lina,117
936,8,lina,76
936,9,lina,68
936,10,lina,101
936,11,lina,133
936,0,kia,85
936,1,kia,81
936,2,kia,78
936,3,kia,75
936,4,kia,71
936,5,kia,66
936,6,kia,61
936,7,kia,57
936,8,kia,54
936,9,kia,50
936,10,kia,45
936,11,kia,41
936,0,kris,65
936,1,kris,61
936,2,kris,58
936,3,kris,54
936,4,kris,50
936,5,kris,47
936,6,kris,43
936,7,kris,114
936,8,kris,90
936,9,kris,173
936,10,kris,174
936,11,kris,139
936,0,malva,86
936,1,malva,81
936,2,malva,78
936,3,malva,107
936,4,malva,160
936,5,malva,429
936,6,malva,174
936,7,malva,93
936,8,malva,65
936,9,malva,72
936,10,malva,48
936,11,malva,68
937,0,shaun,127
937,1,shaun,85
937,2,shaun,127
937,3,shaun,130
937,4,shaun,108
937,5,shaun,91
937,6,shaun,60
937,7,shaun,56
937,8,shaun,120
937,9,shaun,68
937,10,shaun,64
937,11,shaun,57
937,0,flossie,81
937,1,flossie,78
937,2,flossie,73
937,3,flossie,70
937,4,flossie,66
937,5,flossie,62
937,6,flossie,58
937,7,flossie,54
937,8,flossie,49
937,9,flossie,46
937,10,flossie,42
937,11,flossie,38
937,0,teressa,52
937,1,teressa,48
937,2,teressa,44
937,3,teressa,40
937,4,teressa,37
937,5,teressa,32
937,6,teressa,29
937,7,teressa,125
937,8,teressa,89
937,9,teressa,135
937,10,teressa,161
937,11,teressa,156
937,0,ciel,83
937,1,ciel,79
937,2,ciel,77
937,3,ciel,98
937,4,ciel,185
937,5,ciel,495
937,6,ciel,175
937,7,ciel,109
937,8,ciel,53
937,9,ciel,79
937,10,ciel,71
937,11,ciel,85
938,0,woodrow,65
938,1,woodrow,58
938,2,woodrow,148
938,3,woodrow,129
938,4,woodrow,115
938,5,woodrow,139
938,6,woodrow,141
938,7,woodrow,86
938,8,woodrow,78
938,9,woodrow,70
938,10,woodrow,149
938,11,woodrow,124
938,0,cilka,95
938,1,cilka,91
938,2,cilka,87
938,3,cilka,83
938,4,cilka,79
938,5,cilka,75
938,6,cilka,71
938,7,cilka,66
938,8,cilka,62
938,9,cilka,57
938,10,cilka,53
938,11,cilka,49
938,0,jaymee,61
938,1,jaymee,56
938,2,jaymee,53
938,3,jaymee,49
938,4,jaymee,43
938,5,jaymee,38
938,6,jaymee,35
938,7,jaymee,31
938,8,jaymee,109
938,9,jaymee,138
938,10,jaymee,154
938,11,jaymee,172
938,0,rafaelita,93
938,1,rafaelita,89
938,2,rafaelita,85
938,3,rafaelita,81
938,4,rafaelita,78
938,5,rafaelita,74
938,6,rafaelita,70
938,7,rafaelita,66
938,8,rafaelita,62
938,9,rafaelita,148
938,10,rafaelita,187
938,11,rafaelita,609
939,0,petronille,99
939,1,petronille,60
939,2,petronille,53
939,3,petronille,48
939,4,petronille,126
939,5,petronille,129
939,6,petronille,60
939,7,petronille,52
939,8,petronille,108
939,9,petronille,126
939,10,petronille,94
939,11,petronille,120
939,0,darryl,83
939,1,darryl,80
939,2,darryl,77
939,3,darryl,72
939,4,darryl,68
939,5,darryl,64
939,6,darryl,61
939,7,darryl,57
939,8,darryl,53
939,9,darryl,50
939,10,darryl,46
939,11,darryl,42
939,0,ethelyn,49
939,1,ethelyn,45
939,2,ethelyn,42
939,3,ethelyn,38
939,4,ethelyn,35
939,5,ethelyn,31
939,6,ethelyn,26
939,7,ethelyn,22
939,8,ethelyn,114
939,9,ethelyn,98
939,10,ethelyn,133
939,11,ethelyn,152
939,0,berkie,80
939,1,berkie,76
939,2,berkie,72
939,3,berkie,69
939,4,berkie,65
939,5,berkie,61
939,6,berkie,57
939,7,berkie,53
939,8,berkie,49
939,9,berkie,88
939,10,berkie,145
939,11,berkie,249
940,0,ingelbert,100
940,1,ingelbert,127
940,2,ingelbert,105
940,3,ingelbert,113
940,4,ingelbert,69
940,5,ingelbert,63
940,6,ingelbert,54
940,7,ingelbert,109
940,8,ingelbert,110
940,9,ingelbert,104
940,10,ingelbert,73
940,11,ingelbert,66
940,0,sammy,91
940,1,sammy,86
940,2,sammy,82
940,3,sammy,79
940,4,sammy,74
940,5,sammy,70
940,6,sammy,66
940,7,sammy,61
940,8,sammy,56
940,9,sammy,52
940,10,sammy,47
940,11,sammy,44
940,0,thain,79
940,1,thain,75
940,2,thain,95
940,3,thain,127
940,4,thain,189
940,5,thain,204
940,6,thain,176
940,7,thain,61
940,8,thain,58
940,9,thain,55
940,10,thain,50
940,11,thain,47
940,0,waiter,92
940,1,waiter,88
940,2,waiter,84
940,3,waiter,80
940,4,waiter,117
940,5,waiter,190
940,6,waiter,364
940,7,waiter,198
940,8,waiter,143
940,9,waiter,42
940,10,waiter,86
940,11,waiter,93
941,0,ravil,121
941,1,ravil,73
941,2,ravil,66
941,3,ravil,58
941,4,ravil,95
941,5,ravil,113
941,6,ravil,109
941,7,ravil,84
941,8,ravil,103
941,9,ravil,110
941,10,ravil,64
941,11,ravil,58
941,0,demetris,80
941,1,demetris,76
941,2,demetris,72
941,3,demetris,69
941,4,demetris,66
941,5,demetris,62
941,6,demetris,59
941,7,demetris,55
941,8,demetris,52
941,9,demetris,48
941,10,demetris,45
941,11,demetris,41
941,0,zara,58
941,1,zara,53
941,2,zara,49
941,3,zara,45
941,4,zara,41
941,5,zara,103
941,6,zara,121
941,7,zara,142
941,8,zara,180
941,9,zara,153
941,10,zara,48
941,11,zara,45
941,0,pauli,80
941,1,pauli,76
941,2,pauli,72
941,3,pauli,70
941,4,pauli,66
941,5,pauli,62
941,6,pauli,59
941,7,pauli,55
941,8,pauli,100
941,9,pauli,156
941,10,pauli,302
941,11,pauli,138
942,0,kylie,137
942,1,kylie,120
942,2,kylie,71
942,3,kylie,65
942,4,kylie,59
942,5,kylie,144
942,6,kylie,108
942,7,kylie,100
942,8,kylie,145
942,9,kylie,71
942,10,kylie,65
942,11,kylie,129
942,0,jenica,95
942,1,jenica,91
942,2,jenica,87
942,3,jenica,82
942,4,jenica,78
942,5,jenica,73
942,6,jenica,68
942,7,jenica,63
942,8,jenica,60
942,9,jenica,56
942,10,jenica,51
942,11,jenica,47
942,0,geri,58
942,1,geri,53
942,2,geri,49
942,3,geri,45
942,4,geri,42
942,5,geri,38
942,6,geri,33
942,7,geri,27
942,8,geri,122
942,9,geri,120
942,10,geri,165
942,11,geri,187
942,0,rosie,94
942,1,rosie,88
942,2,rosie,83
942,3,rosie,79
942,4,rosie,76
942,5,rosie,71
942,6,rosie,66
942,7,rosie,141
942,8,rosie,176
942,9,rosie,529
942,10,rosie,212
942,11,rosie,129
943,0,aloysius,95
943,1,aloysius,92
943,2,aloysius,125
943,3,aloysius,117
943,4,aloysius,116
943,5,aloysius,68
943,6,aloysius,62
943,7,aloysius,52
943,8,aloysius,131
943,9,aloysius,73
943,10,aloysius,65
943,11,aloysius,100
943,0,gretel,85
943,1,gretel,81
943,2,gretel,78
943,3,gretel,74
943,4,gretel,69
943,5,gretel,65
943,6,gretel,61
943,7,gretel,56
943,8,gretel,52
943,9,gretel,48
943,10,gretel,44
943,11,gretel,41
943,0,sanders,49
943,1,sanders,45
943,2,sanders,41
943,3,sanders,37
943,4,sanders,33
943,5,sanders,29
943,6,sanders,24
943,7,sanders,108
943,8,sanders,112
943,9,sanders,164
943,10,sanders,168
943,11,sanders,139
943,0,vasily,86
943,1,vasily,82
943,2,vasily,78
943,3,vasily,74
943,4,vasily,115
943,5,vasily,172
943,6,vasily,319
943,7,vasily,165
943,8,vasily,109
943,9,vasily,70
943,10,vasily,42
943,11,vasily,42
944,0,seamus,92
944,1,seamus,94
944,2,seamus,67
944,3,seamus,62
944,4,seamus,55
944,5,seamus,110
944,6,seamus,101
944,7,seamus,125
944,8,seamus,56
944,9,seamus,50
944,10,seamus,90
944,11,seamus,118
944,0,fernanda,78
944,1,fernanda,73
944,2,fernanda,70
944,3,fernanda,66
944,4,fernanda,64
944,5,fernanda,60
944,6,fernanda,57
944,7,fernanda,53
944,8,fernanda,49
944,9,fernanda,45
944,10,fernanda,42
944,11,fernanda,39
944,0,claire,73
944,1,claire,69
944,2,claire,66
944,3,claire,94
944,4,claire,103
944,5,claire,166
944,6,claire,175
944,7,claire,173
944,8,claire,65
944,9,claire,61
944,10,claire,57
944,11,claire,53
944,0,herrick,79
944,1,herrick,75
944,2,herrick,70
944,3,herrick,125
944,4,herrick,170
944,5,herrick,361
944,6,herrick,143
944,7,herrick,89
944,8,herrick,52
944,9,herrick,60
944,10,herrick,46
944,11,herrick,57
945,0,adriena,67
945,1,adriena,62
945,2,adriena,53
945,3,adriena,104
945,4,adriena,110
945,5,adriena,90
945,6,adriena,119
945,7,adriena,63
945,8,adriena,57
945,9,adriena,91
945,10,adriena,90
945,11,adriena,114
945,0,amalia,86
945,1,amalia,81
945,2,amalia,77
945,3,amalia,72
945,4,amalia,69
945,5,amalia,65
945,6,amalia,62
945,7,amalia,58
945,8,amalia,55
945,9,amalia,51
945,10,amalia,47
945,11,amalia,42
945,0,jaquelyn,44
945,1,jaquelyn,39
945,2,jaquelyn,36
945,3,jaquelyn,33
945,4,jaquelyn,30
945,5,jaquelyn,106
945,6,jaquelyn,122
945,7,jaquelyn,165
945,8,jaquelyn,168
945,9,jaquelyn,145
945,10,jaquelyn,86
945,11,jaquelyn,83
945,0,dimitri,84
945,1,dimitri,81
945,2,dimitri,77
945,3,dimitri,73
945,4,dimitri,69
945,5,dimitri,66
945,6,dimitri,62
945,7,dimitri,59
945,8,dimitri,56
945,9,dimitri,99
945,10,dimitri,162
945,11,dimitri,251
946,0,rochette,136
946,1,rochette,126
946,2,rochette,122
946,3,rochette,95
946,4,rochette,108
946,5,rochette,77
946,6,rochette,69
946,7,rochette,93
946,8,rochette,96
946,9,rochette,69
946,10,rochette,64
946,11,rochette,59
946,0,hali,85
946,1,hali,81
946,2,hali,77
946,3,hali,74
946,4,hali,71
946,5,hali,67
946,6,hali,63
946,7,hali,60
946,8,hali,57
946,9,hali,53
946,10,hali,49
946,11,hali,46
946,0,felipa,55
946,1,felipa,52
946,2,felipa,49
946,3,felipa,44
946,4,felipa,39
946,5,felipa,35
946,6,felipa,107
946,7,felipa,134
946,8,felipa,137
946,9,felipa,177
946,10,felipa,175
946,11,felipa,45
946,0,annelise,84
946,1,annelise,80
946,2,annelise,76
946,3,annelise,73
946,4,annelise,68
946,5,annelise,64
946,6,annelise,59
946,7,annelise,108
946,8,annelise,176
946,9,annelise,543
946,10,annelise,167
946,11,annelise,104
947,0,roderick,81
947,1,roderick,73
947,2,roderick,67
947,3,roderick,119
947,4,roderick,73
947,5,roderick,63
947,6,roderick,148
947,7,roderick,117
947,8,roderick,104
947,9,roderick,135
947,10,roderick,148
947,11,roderick,133
947,0,agathe,94
947,1,agathe,90
947,2,agathe,86
947,3,agathe,81
947,4,agathe,76
947,5,agathe,72
947,6,agathe,67
947,7,agathe,64
947,8,agathe,59
947,9,agathe,54
947,10,agathe,50
947,11,agathe,45
947,0,kingston,79
947,1,kingston,74
947,2,kingston,69
947,3,kingston,65
947,4,kingston,61
947,5,kingston,57
947,6,kingston,53
947,7,kingston,48
947,8,kingston,43
947,9,kingston,124
947,10,kingston,141
947,11,kingston,171
947,0,dorie,91
947,1,dorie,88
947,2,dorie,84
947,3,dorie,80
947,4,dorie,77
947,5,dorie,73
947,6,dorie,68
947,7,dorie,63
947,8,dorie,58
947,9,dorie,129
947,10,dorie,189
947,11,dorie,452
948,0,isidore,67
948,1,isidore,61
948,2,isidore,54
948,3,isidore,102
948,4,isidore,108
948,5,isidore,153
948,6,isidore,145
948,7,isidore,126
948,8,isidore,139
948,9,isidore,80
948,10,isidore,72
948,11,isidore,151
948,0,lyndy,99
948,1,lyndy,94
948,2,lyndy,90
948,3,lyndy,87
948,4,lyndy,82
948,5,lyndy,77
948,6,lyndy,72
948,7,lyndy,67
948,8,lyndy,62
948,9,lyndy,56
948,10,lyndy,52
948,11,lyndy,48
948,0,guillemette,96
948,1,guillemette,93
948,2,guillemette,88
948,3,guillemette,84
948,4,guillemette,80
948,5,guillemette,76
948,6,guillemette,71
948,7,guillemette,66
948,8,guillemette,145
948,9,guillemette,100
948,10,guillemette,180
948,11,guillemette,216
948,0,brandy,95
948,1,brandy,90
948,2,brandy,86
948,3,brandy,83
948,4,brandy,78
948,5,brandy,73
948,6,brandy,69
948,7,brandy,121
948,8,brandy,170
948,9,brandy,367
948,10,brandy,219
948,11,brandy,109
949,0,herman,133
949,1,herman,110
949,2,herman,108
949,3,herman,129
949,4,herman,69
949,5,herman,60
949,6,herman,131
949,7,herman,136
949,8,herman,102
949,9,herman,81
949,10,herman,75
949,11,herman,66
949,0,agnola,87
949,1,agnola,83
949,2,agnola,80
949,3,agnola,76
949,4,agnola,73
949,5,agnola,69
949,6,agnola,64
949,7,agnola,61
949,8,agnola,56
949,9,agnola,53
949,10,agnola,49
949,11,agnola,45
949,0,murial,87
949,1,murial,82
949,2,murial,78
949,3,murial,74
949,4,murial,69
949,5,murial,66
949,6,murial,62
949,7,murial,101
949,8,murial,118
949,9,murial,148
949,10,murial,150
949,11,murial,143
949,0,ferdinanda,91
949,1,ferdinanda,88
949,2,ferdinanda,83
949,3,ferdinanda,80
949,4,ferdinanda,75
949,5,ferdinanda,71
949,6,ferdinanda,68
949,7,ferdinanda,141
949,8,ferdinanda,179
949,9,ferdinanda,204
949,10,ferdinanda,185
949,11,ferdinanda,109
950,0,cybal,113
950,1,cybal,108
950,2,cybal,112
950,3,cybal,87
950,4,cybal,86
950,5,cybal,114
950,6,cybal,57
950,7,cybal,49
950,8,cybal,101
950,9,cybal,65
950,10,cybal,56
950,11,cybal,49
950,0,shannon,79
950,1,shannon,75
950,2,shannon,71
950,3,shannon,67
950,4,shannon,64
950,5,shannon,60
950,6,shannon,56
950,7,shannon,53
950,8,shannon,49
950,9,shannon,45
950,10,shannon,41
950,11,shannon,38
950,0,meryl,72
950,1,meryl,69
950,2,meryl,65
950,3,meryl,61
950,4,meryl,58
950,5,meryl,54
950,6,meryl,49
950,7,meryl,94
950,8,meryl,85
950,9,meryl,150
950,10,meryl,168
950,11,meryl,163
950,0,wilfrid,79
950,1,wilfrid,76
950,2,wilfrid,73
950,3,wilfrid,69
950,4,wilfrid,65
950,5,wilfrid,62
950,6,wilfrid,58
950,7,wilfrid,121
950,8,wilfrid,141
950,9,wilfrid,425
950,10,wilfrid,158
950,11,wilfrid,126
951,0,jackqueline,133
951,1,jackqueline,123
951,2,jackqueline,136
951,3,jackqueline,124
951,4,jackqueline,68
951,5,jackqueline,61
951,6,jackqueline,57
951,7,jackqueline,117
951,8,jackqueline,73
951,9,jackqueline,65
951,10,jackqueline,111
951,11,jackqueline,103
951,0,ranique,86
951,1,ranique,81
951,2,ranique,78
951,3,ranique,74
951,4,ranique,70
951,5,ranique,67
951,6,ranique,63
951,7,ranique,58
951,8,ranique,54
951,9,ranique,50
951,10,ranique,46
951,11,ranique,43
